Tamanho do Pacote (bytes),Porta de Origem,Porta de Destino
95,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
95,58253,443
95,58253,443
100,58253,443
94,55170,443
74,443,56006
315,443,55170
465,443,62578
95,58253,443
100,55170,443
97,62578,443
93,62578,443
93,62578,443
93,62578,443
93,62578,443
93,62578,443
234,55170,443
96,58253,443
270,443,55170
74,443,56003
93,62578,443
93,62578,443
734,443,62578
74,443,56008
88,443,55170
74,443,56008
74,443,56008
1044,443,56008
105,443,56008
74,56008,443
105,56008,443
179,62578,443
553,58253,443
107,443,55170
85,443,55170
100,55170,443
98,59437,443
94,59437,443
94,59437,443
95,55170,443
94,59437,443
518,443,59437
113,443,58253
196,443,58253
85,443,58253
94,59437,443
98,58253,443
95,58253,443
239,62578,443
74,443,56008
204,443,62578
97,62578,443
530,443,62578
209,62578,443
88,443,58253
506,443,56008
74,56008,443
74,56008,443
326,443,56008
74,56008,443
74,56008,443
88,443,55170
74,56008,443
74,56008,443
337,443,56008
74,56008,443
200,443,56008
74,56008,443
113,56008,443
210,62578,443
88,443,59437
448,443,62578
97,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
1161,55170,443
387,55170,443
115,443,62578
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
214,59727,6667
94,62578,443
94,62578,443
94,62578,443
94,62578,443
91,52421,443
99,62578,443
94,62578,443
94,62578,443
86,443,62578
74,443,56008
94,62578,443
95,62578,443
585,443,52421
101,52421,443
90,443,52421
85,443,52421
95,62578,443
95,62578,443
96,443,55170
95,52421,443
526,52421,443
95,62578,443
95,62578,443
88,443,52421
95,55170,443
95,62578,443
95,62578,443
95,62578,443
571,443,52421
101,52421,443
85,443,52421
95,62578,443
95,62578,443
95,62578,443
95,52421,443
95,62578,443
95,62578,443
555,443,62578
96,443,62578
95,443,52421
105,443,55170
85,443,55170
100,55170,443
95,62578,443
100,62578,443
95,62578,443
99,62578,443
105,443,55170
85,443,55170
197,443,62578
95,62578,443
95,62578,443
100,55170,443
95,62578,443
95,62578,443
95,52421,443
95,62578,443
216,62578,443
95,55170,443
88,443,52421
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
191,62578,443
95,62578,443
95,62578,443
364,443,62578
95,62578,443
332,443,62578
101,443,62578
95,62578,443
95,62578,443
95,62578,443
332,443,62578
95,62578,443
95,62578,443
95,62578,443
332,443,62578
95,62578,443
95,62578,443
99,62578,443
1158,443,62578
95,62578,443
95,62578,443
95,62578,443
207,62578,443
96,62578,443
181,53,51373
169,53,58416
175,53,64661
91,52421,443
814,443,62578
332,443,62578
88,443,52421
127,443,62578
89,443,52421
94,62578,443
94,62578,443
94,62578,443
101,65243,443
101,65243,443
145,65243,443
134,65243,443
94,62578,443
94,62578,443
94,62578,443
750,65243,443
151,65243,443
95,62578,443
95,62578,443
95,62578,443
593,443,65243
178,443,65243
83,443,65243
89,443,65243
185,443,65243
99,443,65243
83,443,65243
96,62578,443
93,65243,443
95,65243,443
95,65243,443
97,65243,443
97,65243,443
85,443,65243
93,65243,443
889,55170,443
884,55170,443
94,443,55170
174,62578,443
180,62578,443
95,55170,443
96,443,55170
175,443,62578
98,62578,443
87,443,62578
95,55170,443
91,52421,443
317,443,62578
94,62578,443
98,62578,443
95,62578,443
89,443,52421
134,443,55170
100,55170,443
85,443,55170
105,443,55170
85,443,55170
100,55170,443
88,443,62578
95,55170,443
107,443,55170
85,443,55170
100,55170,443
95,55170,443
88,443,55170
88,443,55170
186,443,59329
98,59329,443
1086,443,59329
94,59329,443
94,59329,443
94,59329,443
94,59329,443
621,443,59329
94,59329,443
94,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
88,443,59329
95,59329,443
95,59329,443
100,59329,443
95,59329,443
92,59329,443
98,59329,443
91,52421,443
416,443,59329
95,59329,443
95,59329,443
95,59329,443
95,59329,443
94,59329,443
88,443,59329
89,443,52421
118,63670,53
118,53470,53
118,50076,53
182,443,62578
98,62578,443
94,62578,443
1129,443,62578
94,443,55170
94,62578,443
181,53,63670
95,62578,443
95,55170,443
175,53,50076
169,53,53470
89,443,55170
101,51706,443
145,51706,443
135,51706,443
976,51706,443
88,443,62578
593,443,51706
178,443,51706
94,51706,443
85,443,51706
89,443,51706
647,443,51706
97,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
93,51706,443
98,51706,443
93,51706,443
93,51706,443
97,52437,53
97,57884,53
97,54480,53
93,51706,443
93,51706,443
93,51706,443
94,51706,443
94,51706,443
107,443,55170
100,55170,443
94,51706,443
166,62578,443
85,443,55170
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
99,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
125,53,52437
154,53,54480
113,53,57884
94,51706,443
94,51706,443
95,55170,443
86,56009,443
95,51706,443
95,51706,443
99,61971,53
99,49631,53
99,58067,53
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
170,62578,443
95,51706,443
127,53,61971
115,53,49631
149,53,58067
95,51706,443
86,56010,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
183,443,62578
95,51706,443
95,51706,443
95,51706,443
98,62578,443
91,52421,443
86,443,56009
74,56009,443
96,51706,443
94,62578,443
94,62578,443
96,51706,443
120,443,62578
95,51706,443
95,51706,443
95,51706,443
96,51706,443
86,443,56010
88,443,62578
74,56010,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
580,443,56009
74,56009,443
148,56009,443
96,51706,443
166,56009,443
755,56009,443
95,51706,443
95,51706,443
95,51706,443
95,59329,443
96,59329,443
96,51706,443
95,55170,443
93,51706,443
95,51706,443
92,59329,443
95,59329,443
95,59329,443
95,51706,443
95,59329,443
95,59329,443
95,59329,443
95,51706,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
96,51706,443
95,59329,443
95,51706,443
91,443,52421
95,59329,443
95,59329,443
95,59329,443
96,51706,443
95,59329,443
95,59329,443
90,443,51706
100,59329,443
95,59329,443
95,59329,443
96,55170,443
89,443,55170
89,443,55170
182,55170,443
401,55170,443
136,443,55170
102,55170,443
96,59329,443
85,443,55170
88,443,51706
88,443,59329
97,55170,443
74,443,56010
96,443,55170
74,443,56010
74,443,56010
101,50514,443
102,50514,443
95,55170,443
105,443,55170
100,55170,443
85,443,55170
105,443,55170
85,443,55170
100,55170,443
95,55170,443
889,55170,443
941,443,50514
102,50514,443
876,55170,443
145,50514,443
135,50514,443
88,443,55170
91,52421,443
94,50514,443
955,443,56010
720,443,56010
231,443,56010
113,443,56010
74,56010,443
91,51706,443
113,56010,443
1113,50514,443
101,443,55170
94,443,55170
94,55170,443
91,443,52421
88,443,51706
1015,443,50514
183,443,50514
105,443,55170
85,443,55170
94,50514,443
100,55170,443
105,443,55170
85,443,55170
100,55170,443
86,443,50514
74,443,56010
95,55170,443
97,50514,443
857,443,50514
88,443,55170
94,50514,443
107,443,55170
100,55170,443
85,443,55170
95,55170,443
88,443,55170
91,51706,443
86,443,50514
88,443,51706
100,443,55667
85,443,55667
54,55667,443
54,55667,443
54,443,55667
455,62578,443
91,52421,443
168,62578,443
92,443,62578
95,62578,443
91,443,52421
169,62578,443
190,62578,443
183,443,62578
1190,443,62578
166,62578,443
98,62578,443
94,62578,443
94,62578,443
171,62578,443
167,62578,443
276,443,62578
487,443,62578
85,443,62578
99,62578,443
98,62578,443
93,443,62578
95,62578,443
55,55527,443
88,443,62578
66,443,55527
107,443,62578
86,443,62578
98,62578,443
95,62578,443
99,62578,443
286,443,62578
86,443,62578
641,443,62578
98,62578,443
86,443,62578
98,62578,443
748,443,62578
86,443,62578
359,62578,443
87,443,62578
92,443,62578
95,64008,53
95,65333,53
95,59528,53
95,62578,443
123,53,64008
111,53,65333
152,53,59528
86,56014,443
86,443,56014
74,56014,443
113,64275,53
113,57717,53
113,64209,53
494,443,62578
98,62578,443
589,443,62578
94,62578,443
220,443,62578
428,443,62578
103,443,62578
160,443,62578
280,443,62578
170,443,62578
120,443,62578
246,443,62578
168,443,62578
236,443,62578
172,443,62578
179,443,62578
103,443,62578
94,62578,443
94,62578,443
165,53,64209
159,53,57717
171,53,64275
803,443,62578
94,62578,443
240,443,62578
95,62578,443
74,443,56014
74,443,56014
144,56006,443
255,62578,443
207,62578,443
193,62578,443
257,62578,443
135,65243,443
135,65243,443
88,443,62578
99,443,65243
97,65243,443
83,443,65243
99,443,65243
83,443,65243
97,65243,443
101,61230,443
170,443,61230
101,61230,443
102,61230,443
145,61230,443
132,61230,443
579,443,56014
74,56014,443
148,56014,443
74,443,56006
151,443,56006
85,443,65243
113,56006,443
98,62578,443
322,443,62578
557,443,62578
98,62578,443
98,62578,443
94,65243,443
98,62578,443
94,61230,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
74,443,56014
1034,443,56014
95,62578,443
95,62578,443
592,443,61230
178,443,61230
74,443,56006
454,443,62578
95,62578,443
95,62578,443
95,62578,443
93,61230,443
633,443,60847
101,60847,443
226,60847,443
86,443,61230
88,443,62578
100,62578,443
74,56014,443
999,443,60847
183,443,60847
93,60847,443
86,443,60847
88,443,62578
91,52421,443
91,443,52421
91,62578,443
785,443,62578
1020,443,62578
552,443,62578
95,62578,443
94,62578,443
1192,443,62578
516,443,62578
309,443,62578
94,62578,443
94,62578,443
94,62578,443
94,62578,443
95,62578,443
531,443,62578
95,62578,443
95,62578,443
347,443,62578
95,62578,443
317,443,62578
95,62578,443
95,62578,443
95,62578,443
95,62578,443
95,62578,443
337,443,62578
95,62578,443
1023,443,62578
95,62578,443
96,62578,443
103,61380,3544
351,51706,443
118,54761,53
118,64930,53
118,56605,53
151,3544,61380
82,61380,3544
181,53,54761
186,443,51706
169,53,64930
175,53,56605
98,51706,443
95,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
101,62827,443
101,62827,443
95,51706,443
95,51706,443
95,51706,443
145,62827,443
129,62827,443
95,51706,443
95,51706,443
100,51706,443
1034,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
593,443,62827
178,443,62827
85,443,62827
94,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
89,443,62827
647,443,62827
96,51706,443
95,51706,443
95,51706,443
95,51706,443
97,62827,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
93,62827,443
93,62827,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
95,51706,443
95,51706,443
96,51706,443
98,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
93,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
769,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
94,62827,443
96,51706,443
94,51706,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
94,51706,443
94,51706,443
101,51706,443
95,51706,443
95,51706,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
95,51706,443
95,51706,443
888,443,51706
95,51706,443
95,51706,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
99,62827,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
94,62827,443
94,62827,443
94,62827,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
94,62827,443
95,51706,443
95,51706,443
95,51706,443
95,62827,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,62827,443
95,51706,443
95,51706,443
908,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,62827,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,62827,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,62827,443
95,62827,443
95,51706,443
95,51706,443
96,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
98,62827,443
97,62827,443
102,62827,443
98,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
97,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
96,62827,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
94,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
100,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
95,62827,443
166,56014,443
105,56014,443
708,56014,443
105,443,56014
74,443,56014
272,62578,443
74,56014,443
113,56388,53
113,49210,53
113,64586,53
92,443,62578
121,62578,443
159,53,49210
165,53,64586
171,53,56388
111,53538,53
111,50113,53
111,57827,53
223,53,53538
168,53,57827
303,53,50113
1089,443,56014
605,443,56014
269,443,56014
113,443,56014
86,56014,443
86,56014,443
74,56014,443
74,56014,443
113,56014,443
86,56016,443
92,443,62578
157,56014,443
134,443,62578
98,62578,443
85,443,62578
95,62578,443
86,443,56016
74,56016,443
74,443,56014
74,443,56014
433,443,56014
74,56014,443
553,62578,443
931,62578,443
74,56014,443
88,443,62578
74,56014,443
74,56014,443
74,443,56016
74,443,56016
857,60847,443
93,64031,53
93,64975,53
93,65504,53
387,443,56014
105,443,62578
85,443,62578
115,443,57150
74,56014,443
101,57150,443
231,57150,443
98,62578,443
271,60847,443
113,56014,443
178,443,54708
101,54708,443
101,54708,443
151,54708,443
136,54708,443
259,54708,443
853,54708,443
95,62578,443
94,57150,443
166,53,64031
195,53,65504
154,53,64975
94,443,62578
86,56017,443
956,443,56016
74,56016,443
148,56016,443
166,56016,443
473,56016,443
104,51724,53
104,60200,53
104,63671,53
90,443,60847
1006,443,57150
183,443,57150
97,60847,443
93,60847,443
93,60847,443
93,60847,443
93,60847,443
93,57150,443
1158,443,60847
93,60847,443
74,443,56014
88,443,62578
161,53,51724
120,53,60200
129,53,63671
86,443,57150
132,443,62578
98,62578,443
94,60847,443
85,443,62578
260,443,62578
99,62578,443
86,443,62578
86,443,56017
74,56017,443
74,443,56016
74,443,56016
74,443,56016
1066,443,56016
105,443,56016
74,56016,443
95,62578,443
105,56016,443
1179,62578,443
118,60845,53
118,49798,53
118,61505,53
93,443,62578
787,443,60847
97,60847,443
93,60847,443
93,60847,443
95,62578,443
94,60847,443
181,53,60845
169,53,49798
175,53,61505
74,443,56017
74,443,56017
88,443,62578
74,443,56016
93,443,62578
102,51381,443
145,51381,443
129,51381,443
81,62922,443
1059,51381,443
95,62578,443
82,62922,443
125,62922,443
114,62922,443
1166,62922,443
1137,62922,443
592,443,54708
179,443,54708
85,443,54708
90,443,54708
502,443,54708
104,443,54708
94,54708,443
97,54708,443
97,54708,443
86,443,60847
136,54708,443
136,54708,443
706,443,56017
74,56017,443
148,56017,443
166,56017,443
821,56017,443
593,443,51381
178,443,51381
85,443,51381
89,443,51381
647,443,51381
94,51381,443
97,51381,443
603,443,51381
105,443,62578
93,51381,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
99,62578,443
85,443,62578
93,51381,443
93,51381,443
93,51381,443
93,51381,443
112,62578,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
1004,443,62922
163,443,62922
65,443,62922
69,443,62922
74,62922,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
98,51381,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
93,51381,443
94,51381,443
94,51381,443
94,51381,443
94,51381,443
74,443,56017
74,443,56017
74,443,56017
1030,443,56017
105,443,56017
393,443,56017
70,443,62922
74,56017,443
73,62922,443
94,51381,443
94,51381,443
94,51381,443
94,51381,443
105,56017,443
113,56017,443
105,443,62578
99,62578,443
94,51381,443
94,51381,443
94,51381,443
560,62578,443
940,62578,443
85,443,62578
95,51381,443
95,51381,443
95,51381,443
96,51381,443
300,62578,443
215,56017,443
93,443,62578
94,51381,443
95,51381,443
95,51381,443
96,51381,443
607,443,62922
63,443,62922
622,443,62922
367,443,56016
95,51381,443
95,51381,443
95,51381,443
77,62922,443
77,62922,443
95,62578,443
101,51381,443
141,443,56016
105,443,56016
113,443,56016
74,56016,443
63,443,62922
95,51381,443
95,51381,443
113,56016,443
74,443,56017
95,51381,443
95,51381,443
74,443,56017
95,51381,443
93,62578,443
905,62578,443
95,51381,443
100,51381,443
96,62578,443
907,62578,443
96,51381,443
95,51381,443
198,62578,443
95,51381,443
95,51381,443
95,51381,443
96,51381,443
136,54708,443
136,54708,443
95,51381,443
95,51381,443
95,51381,443
87,443,62578
95,51381,443
95,51381,443
96,51381,443
195,56016,443
92,51381,443
98,51381,443
95,51381,443
95,51381,443
95,51381,443
95,51381,443
95,51381,443
95,51381,443
307,443,61434
88,443,51706
101,61434,443
224,61434,443
88,443,62578
105,443,62578
85,443,62578
99,62578,443
95,62578,443
263,60847,443
201,62578,443
331,443,62578
99,62578,443
200,62578,443
1038,443,61434
183,443,61434
93,61434,443
90,443,54708
100,443,54708
83,443,54708
100,443,54708
83,443,54708
88,443,62578
86,443,61434
97,54708,443
97,54708,443
876,443,60847
97,60847,443
93,60847,443
93,60847,443
93,60847,443
94,54708,443
570,443,62578
533,443,62578
99,62578,443
99,62578,443
95,62578,443
1054,62578,443
317,62578,443
86,443,60847
88,443,62578
101,52179,53
101,54197,53
101,59834,53
533,443,62578
96,62578,443
563,62578,443
95,443,62578
96,62578,443
189,62578,443
213,53,52179
309,53,54197
158,53,59834
326,56016,443
133,443,62578
102,62578,443
198,62578,443
85,443,62578
85,443,54708
104,443,62578
85,443,62578
96,62578,443
102,62578,443
96,443,62578
97,62578,443
95,62578,443
100,62578,443
145,443,56016
141,443,56016
105,443,56016
113,443,56016
74,56016,443
113,56016,443
857,443,62578
990,443,62578
89,443,62578
121,443,62578
94,62578,443
100,62578,443
74,443,56016
95,62578,443
94,443,62578
95,62578,443
74,443,56016
347,443,56016
105,443,56016
113,443,56016
74,56016,443
113,56016,443
892,61434,443
88,443,62578
104,443,62578
85,443,62578
100,62578,443
95,62578,443
74,443,56016
90,443,61434
88,443,62578
94,61434,443
97,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
93,61434,443
680,443,61434
94,61434,443
86,443,61434
42,443,52421
42,443,52421
710,57150,443
170,56009,443
170,56009,443
205,56009,443
90,443,57150
244,62578,443
74,443,56009
74,443,56009
74,443,56009
205,443,56009
74,56009,443
74,56009,443
74,56009,443
94,57150,443
74,56009,443
97,57150,443
109,56009,443
93,57150,443
93,57150,443
93,57150,443
93,57150,443
74,56009,443
74,56009,443
74,56009,443
93,57150,443
93,57150,443
93,57150,443
113,56009,443
74,56009,443
93,57150,443
74,56009,443
74,56009,443
74,56009,443
93,57150,443
93,57150,443
95,58332,53
95,53846,53
95,53051,53
194,443,62578
74,56009,443
74,56009,443
100,62578,443
94,62578,443
94,62578,443
94,62578,443
93,57150,443
205,61434,443
729,443,62578
934,443,56009
74,56009,443
799,443,57150
130,443,56099
74,443,56009
86,443,57150
93,57150,443
93,57150,443
93,57150,443
94,62578,443
94,62578,443
101,56099,443
223,56099,443
123,53,58332
95,62578,443
111,53,53846
145,53,53051
86,56018,443
86,56019,443
94,57150,443
94,56099,443
1010,443,56099
183,443,56099
93,56099,443
88,443,62578
158,62578,443
832,50874,443
234,60847,443
91,443,61434
86,443,56018
74,56018,443
86,443,56019
74,56019,443
86,443,56099
222,443,61434
84,443,61434
97,61434,443
752,56099,443
166,56099,443
469,443,50874
97,50874,443
93,50874,443
93,50874,443
93,50874,443
93,50874,443
94,443,62578
74,443,56019
74,443,56019
74,443,56018
91,443,60847
74,443,56018
95,62578,443
94,60847,443
957,443,56099
97,56099,443
90,443,61434
423,443,56099
97,56099,443
97,60847,443
93,60847,443
93,60847,443
93,60847,443
93,60847,443
93,60847,443
386,443,56019
74,56019,443
93,60847,443
138,56019,443
166,56019,443
74,56018,443
463,56019,443
164,56019,443
524,443,62578
254,443,62578
385,443,56018
74,56018,443
100,62578,443
93,60847,443
93,60847,443
240,60847,443
119,443,60847
93,60847,443
95,62578,443
94,61434,443
86,443,50874
85,443,56099
74,443,56019
74,443,56019
74,443,56019
74,443,56019
690,443,56019
74,443,56018
127,443,63079
90,443,60847
101,63079,443
224,63079,443
778,63079,443
184,63079,443
105,56019,443
105,443,56019
250,443,61434
193,443,61434
88,443,62578
97,61434,443
672,62578,443
94,60847,443
94,61434,443
1006,443,63079
183,443,63079
89,443,63079
93,63079,443
98,63079,443
873,443,63079
93,63079,443
74,443,56019
97,60847,443
93,60847,443
94,60847,443
94,60847,443
94,443,62578
94,60847,443
94,60847,443
94,60847,443
94,60847,443
94,60847,443
94,60847,443
87,443,61434
94,60847,443
94,60847,443
94,60847,443
94,60847,443
94,60847,443
94,60847,443
94,60847,443
95,62578,443
1145,62578,443
158,62578,443
94,60847,443
94,60847,443
94,60847,443
99,60847,443
94,60847,443
94,60847,443
94,60847,443
86,443,63079
94,60847,443
766,443,60847
95,60847,443
607,443,62578
669,443,62578
236,443,62578
100,62578,443
94,62578,443
96,60847,443
95,62578,443
74,56019,443
234,60847,443
96,443,62578
94,62609,53
94,62314,53
94,63754,53
88,443,60847
95,62578,443
122,53,62609
110,53,62314
119,53,63754
88,443,62578
785,443,60847
98,60847,443
94,60847,443
417,443,56019
109,56019,443
105,443,56019
113,443,56019
146,443,62578
164,443,62578
95,60847,443
74,56019,443
100,62578,443
113,56019,443
95,62578,443
1106,443,62578
1034,443,62578
100,62578,443
142,443,56019
109,56019,443
95,62578,443
200,63079,443
193,63079,443
105,443,56019
74,443,56019
585,443,62578
516,443,62578
361,443,62578
185,443,62578
467,443,62578
286,443,62578
907,443,62578
94,62578,443
94,62578,443
95,62578,443
617,443,62578
186,443,62578
74,443,56019
88,443,60847
88,443,62578
941,443,52788
95,62578,443
101,52788,443
101,52788,443
145,52788,443
135,52788,443
731,52788,443
88,443,62578
90,443,63079
728,443,63079
74,443,56019
781,443,64661
97,63079,443
97,63079,443
101,64661,443
224,64661,443
188,64661,443
212,64661,443
234,60847,443
235,60847,443
196,62578,443
199,62578,443
1005,443,52788
183,443,52788
89,443,52788
94,52788,443
94,63079,443
97,52788,443
93,52788,443
74,56019,443
93,52788,443
93,52788,443
85,443,63079
93,52788,443
93,52788,443
93,52788,443
693,443,64661
183,443,64661
93,64661,443
93,52788,443
89,443,64661
89,443,64661
93,52788,443
93,64661,443
85,443,64661
1006,443,52788
92,443,60847
597,443,60847
140,443,62578
100,62578,443
98,60847,443
94,60847,443
94,52788,443
613,443,62578
1184,443,62578
100,62578,443
95,60847,443
92,52788,443
86,443,52788
88,443,60847
196,62578,443
1127,443,60847
87,443,52788
88,443,62578
98,60847,443
94,60847,443
91,52421,443
95,60847,443
148,443,62578
100,62578,443
94,62578,443
95,62578,443
94,62578,443
94,62578,443
94,62578,443
94,62578,443
95,62578,443
95,62578,443
91,64661,443
980,443,62578
96,62578,443
88,443,60847
733,443,64661
181,443,64661
92,443,52421
88,443,62578
464,443,64661
271,443,64661
97,64661,443
97,64661,443
86,443,64661
85,443,64661
93,64661,443
239,60847,443
240,60847,443
84,443,64661
95,64661,443
92,443,60847
99,60847,443
94,60847,443
633,443,60847
95,60847,443
261,443,60847
98,60847,443
94,60847,443
94,60847,443
182,62578,443
720,64661,443
88,443,60847
138,443,62578
100,62578,443
85,443,62578
235,60847,443
95,62578,443
90,443,64661
94,64661,443
88,443,62578
98,60847,443
248,443,60847
94,60847,443
95,60847,443
88,443,60847
512,443,64661
319,443,64661
97,64661,443
94,64661,443
182,62578,443
574,64661,443
796,62578,443
55,55705,443
86,443,64661
109,443,62578
85,443,62578
100,62578,443
90,443,64661
95,62578,443
94,64661,443
66,443,55705
103,443,62578
96,62578,443
796,62578,443
94,443,62578
96,62578,443
151,62447,443
109,443,62578
85,443,62578
102,62578,443
96,62578,443
89,443,62578
89,443,62447
91,64661,443
467,443,64661
97,64661,443
94,62447,443
122,443,64661
89,443,62578
111,443,55705
78,443,55705
54,443,55705
54,55705,443
54,55705,443
94,64661,443
85,443,64661
54,443,55705
839,64661,443
840,62578,443
96,443,62578
90,443,64661
95,62578,443
94,64661,443
91,62447,443
113,443,62578
85,443,62578
452,443,62447
100,62578,443
97,62447,443
306,443,62447
95,62578,443
85,443,62447
93,62447,443
88,443,62578
234,443,64661
97,64661,443
290,443,64661
94,64661,443
176,56008,443
156,56008,443
86,443,64661
74,443,56008
74,443,56008
101,63055,443
193,443,56008
887,443,56008
253,443,56008
277,443,56008
113,443,56008
170,443,56008
1096,443,56008
252,443,56008
74,56008,443
102,63055,443
109,56008,443
113,56008,443
297,443,63055
229,63055,443
74,443,56008
74,443,56008
91,61501,53
91,61629,53
91,63597,53
1016,443,63055
183,443,63055
93,63055,443
107,53,61629
119,53,61501
106,53,63597
86,443,63055
86,56020,443
214,59727,6667
86,443,56020
74,56020,443
74,443,56020
74,443,56020
546,443,56020
74,56020,443
148,56020,443
166,56020,443
740,56020,443
171,56099,443
176,56099,443
175,56099,443
171,56099,443
172,56099,443
74,443,56020
1026,443,56020
105,443,56020
74,56020,443
74,443,56020
169,56099,443
105,56020,443
168,56099,443
168,56099,443
166,56099,443
169,56099,443
172,56099,443
165,56099,443
171,56099,443
168,56099,443
171,56099,443
172,56099,443
560,443,56099
510,443,56099
97,56099,443
97,56099,443
90,443,56099
596,443,56099
451,443,56099
421,443,56099
90,443,56099
444,443,56099
517,443,56099
434,62578,443
97,56099,443
97,56099,443
97,56099,443
97,56099,443
97,56099,443
540,443,56099
674,443,56099
444,443,56099
74,443,56020
675,443,56099
90,443,56099
90,443,56099
385,443,56099
97,56099,443
97,56099,443
97,56099,443
97,56099,443
93,56099,443
99,56099,443
98,56099,443
105,443,56020
113,443,56020
74,56020,443
113,56020,443
85,443,56099
85,443,56099
85,443,56099
85,443,56099
85,443,56099
85,443,56099
95,443,62578
74,443,56020
86,443,56099
95,62578,443
166,443,62578
251,443,62578
101,62578,443
95,62578,443
88,443,62578
353,62447,443
89,443,62447
94,62447,443
91,62447,443
168,56099,443
166,56099,443
461,443,62447
169,443,62447
97,62447,443
94,62447,443
171,56099,443
90,443,56099
501,443,56099
647,443,56099
